formal_name,gsid,year,month,day,day_hour,hourly_avg
Kathmandu Airport,366,2015,1,5,12,10.52
Kathmandu Airport,366,2015,1,5,13,10.5125
Kathmandu Airport,366,2015,1,5,14,10.61
Kathmandu Airport,366,2015,1,5,15,9.775
Kathmandu Airport,366,2015,1,5,16,9.0475
Kathmandu Airport,366,2015,1,5,17,9.0475
Kathmandu Airport,366,2015,1,5,18,8.93
Kathmandu Airport,366,2015,1,5,19,8.485
Kathmandu Airport,366,2015,1,5,20,7.7425
Kathmandu Airport,366,2015,1,5,21,8.165
Kathmandu Airport,366,2015,1,5,22,8.6275
Kathmandu Airport,366,2015,1,5,23,8.67
Kathmandu Airport,366,2015,1,6,0,9
Kathmandu Airport,366,2015,1,6,1,9.0975
Kathmandu Airport,366,2015,1,6,2,9.945
Kathmandu Airport,366,2015,1,6,3,11.135
Kathmandu Airport,366,2015,1,6,4,12.905
Kathmandu Airport,366,2015,1,6,5,15.39
Kathmandu Airport,366,2015,1,6,6,15.7675
Kathmandu Airport,366,2015,1,6,7,16.795
Kathmandu Airport,366,2015,1,6,8,17.45
Kathmandu Airport,366,2015,1,6,9,17.455
Kathmandu Airport,366,2015,1,6,10,15.84
Kathmandu Airport,366,2015,1,6,11,13.5425
Kathmandu Airport,366,2015,1,6,12,12.315
Kathmandu Airport,366,2015,1,6,13,11.695
Kathmandu Airport,366,2015,1,6,14,10
Kathmandu Airport,366,2015,1,6,15,9.09
Kathmandu Airport,366,2015,1,6,16,8.395
Kathmandu Airport,366,2015,1,6,17,7.8875
Kathmandu Airport,366,2015,1,6,18,7.4
Kathmandu Airport,366,2015,1,6,19,6.7325
Kathmandu Airport,366,2015,1,6,20,6.825
Kathmandu Airport,366,2015,1,6,21,7.625
Kathmandu Airport,366,2015,1,6,22,7.86
Kathmandu Airport,366,2015,1,6,23,7.7675
Kathmandu Airport,366,2015,1,7,0,7.8675
Kathmandu Airport,366,2015,1,7,1,7.8475
Kathmandu Airport,366,2015,1,7,2,8.34
Kathmandu Airport,366,2015,1,7,3,8.8975
Kathmandu Airport,366,2015,1,7,4,10.54
Kathmandu Airport,366,2015,1,7,5,13.14
Kathmandu Airport,366,2015,1,7,6,15.65
Kathmandu Airport,366,2015,1,7,7,16.9775
Kathmandu Airport,366,2015,1,7,8,17.3725
Kathmandu Airport,366,2015,1,7,9,16.23
Kathmandu Airport,366,2015,1,7,10,14.475
